customer_id,tenure_months,monthly_charges,support_calls,contract_type,churn
CUST0680,34,84.66,7,Monthly,1
CUST0681,49,37.48,5,Monthly,0
CUST0682,45,56.08,0,Annual,0
CUST0683,27,110.59,3,Annual,1
CUST0684,26,96.99,0,Monthly,1
CUST0685,47,75.66,1,Monthly,1
CUST0686,56,45.56,4,Monthly,0
CUST0687,63,50.21,7,Annual,0
CUST0688,48,93.2,7,Annual,1
CUST0689,61,105.12,2,Annual,0
CUST0690,26,87.14,3,Annual,1
CUST0691,36,100.95,9,Annual,0
CUST0692,1,96.67,5,Monthly,1
CUST0693,8,34.97,9,Monthly,1
CUST0694,52,62.39,2,Annual,0
CUST0695,47,35.3,1,Annual,0
CUST0696,56,43.52,5,Monthly,1
CUST0697,14,106.93,4,Monthly,1
CUST0698,28,67.29,9,Monthly,1
CUST0699,2,73.54,4,Monthly,1
CUST0700,26,37.84,9,Annual,0
CUST0701,14,51.23,4,Monthly,0
CUST0702,59,43.02,9,Annual,0
CUST0703,56,40.62,4,Monthly,0
CUST0704,7,83.8,2,Monthly,1
CUST0705,3,45.69,6,Monthly,1
CUST0706,23,83.2,5,Annual,1
CUST0707,18,25.85,3,Annual,0
CUST0708,38,34.18,1,Monthly,0
CUST0709,15,47.45,8,Annual,0
CUST0710,64,79.7,0,Annual,0
CUST0711,28,87.58,3,Monthly,0
CUST0712,39,64.27,0,Monthly,0
CUST0713,57,64.58,5,Annual,0
CUST0714,17,92.45,3,Annual,1
CUST0715,44,21.58,4,Annual,0
CUST0716,25,54.11,4,Monthly,0
CUST0717,17,101.87,8,Monthly,1
CUST0718,13,80.32,0,Annual,1
CUST0719,25,53.72,1,Monthly,1
CUST0720,68,110.55,5,Monthly,1
CUST0721,10,97.26,4,Annual,0
CUST0722,67,46.49,6,Annual,1
CUST0723,18,84.53,2,Monthly,1
CUST0724,34,79.58,2,Monthly,0
CUST0725,8,60.12,9,Annual,0
CUST0726,40,56.7,1,Monthly,0
CUST0727,42,54.36,2,Monthly,1
CUST0728,41,81.72,9,Annual,1
CUST0729,6,64.24,0,Annual,1
CUST0730,52,103.19,4,Monthly,0
CUST0731,26,86.96,4,Monthly,1
CUST0732,64,26.99,6,Monthly,1
CUST0733,59,84.02,3,Annual,0
CUST0734,56,47.11,2,Monthly,1
CUST0735,59,79.28,0,Monthly,0
CUST0736,70,88.01,7,Annual,0
CUST0737,33,43.08,2,Annual,0
CUST0738,53,65.69,1,Monthly,0
CUST0739,22,39.03,3,Annual,1
CUST0740,21,25.23,2,Annual,0
CUST0741,70,57.85,0,Monthly,1
CUST0742,70,56.29,2,Annual,0
CUST0743,4,119.55,1,Annual,1
CUST0744,62,64.64,7,Monthly,0
CUST0745,62,53.36,5,Annual,0
CUST0746,24,78.05,8,Monthly,0
CUST0747,55,28.88,7,Monthly,0
CUST0748,9,116.17,9,Annual,1
CUST0749,3,83.5,2,Annual,1
CUST0750,31,95.48,4,Annual,1
CUST0751,40,37.05,6,Monthly,1
CUST0752,36,60.95,4,Annual,0
CUST0753,24,62.27,7,Monthly,1
CUST0754,6,102.18,4,Annual,1
CUST0755,66,20.12,0,Annual,0
CUST0756,4,50.09,4,Annual,1
CUST0757,6,118.12,3,Monthly,0
CUST0758,51,67.49,5,Annual,0
CUST0759,62,58.25,2,Annual,0
CUST0760,57,31.98,4,Monthly,0
CUST0761,66,117.42,1,Monthly,1
CUST0762,8,22.0,5,Annual,1
CUST0763,26,93.72,5,Annual,0
CUST0764,51,96.86,4,Annual,1
CUST0765,45,44.37,5,Monthly,1
CUST0766,44,87.16,6,Monthly,1
CUST0767,5,29.29,4,Monthly,0
CUST0768,70,45.7,0,Monthly,0
CUST0769,26,98.79,7,Annual,0
CUST0770,68,106.47,3,Monthly,0
CUST0771,19,80.85,8,Monthly,1
CUST0772,20,70.68,9,Monthly,1
CUST0773,12,35.93,5,Annual,0
CUST0774,47,26.31,0,Annual,0
CUST0775,1,31.76,2,Monthly,1
CUST0776,14,42.74,2,Monthly,0
CUST0777,64,54.17,9,Annual,1
CUST0778,38,58.09,3,Annual,1
CUST0779,37,54.63,5,Annual,0
CUST0780,11,43.91,6,Annual,1
CUST0781,3,70.97,9,Annual,1
CUST0782,33,102.53,3,Annual,0
CUST0783,6,47.97,5,Annual,0
CUST0784,50,114.24,0,Annual,0
CUST0785,10,107.33,7,Monthly,1
CUST0786,5,36.18,6,Monthly,1
CUST0787,23,98.63,8,Monthly,1
CUST0788,10,77.46,2,Monthly,0
CUST0789,44,76.66,1,Monthly,1
CUST0790,2,59.1,0,Monthly,1
CUST0791,13,70.12,2,Annual,0
CUST0792,40,59.72,4,Annual,1
CUST0793,2,73.97,1,Monthly,0
CUST0794,65,82.8,2,Monthly,0
CUST0795,63,87.43,3,Annual,0
CUST0796,17,73.25,6,Annual,0
CUST0797,9,92.14,2,Annual,1
CUST0798,15,34.13,8,Monthly,0
CUST0799,24,41.2,7,Annual,0
CUST0800,38,101.87,3,Monthly,1
CUST0801,35,52.25,0,Monthly,0
CUST0802,49,22.29,0,Annual,0
CUST0803,69,35.38,0,Annual,0
CUST0804,62,42.36,0,Monthly,0
CUST0805,60,115.73,7,Annual,0
CUST0806,50,77.3,2,Annual,0
CUST0807,9,113.27,5,Monthly,0
CUST0808,34,77.52,2,Annual,0
CUST0809,35,67.94,4,Monthly,0
CUST0810,1,51.37,6,Monthly,1
CUST0811,40,80.64,1,Annual,0
CUST0812,64,33.92,5,Monthly,1
CUST0813,22,109.83,5,Monthly,1
CUST0814,60,102.93,2,Annual,0
CUST0815,64,51.75,5,Annual,0
CUST0816,72,115.28,9,Annual,1
CUST0817,11,102.52,9,Monthly,1
CUST0818,14,86.63,4,Monthly,1
CUST0819,60,32.18,1,Annual,0
CUST0820,30,67.82,8,Monthly,0
CUST0821,35,70.61,7,Annual,1
CUST0822,37,43.26,2,Annual,1
CUST0823,5,28.0,7,Monthly,1
CUST0824,26,97.67,8,Annual,1
CUST0825,62,32.2,2,Monthly,0
CUST0826,4,79.43,2,Monthly,0
CUST0827,42,113.64,1,Annual,0
CUST0828,18,107.61,7,Monthly,1
CUST0829,40,47.78,9,Annual,1
CUST0830,72,105.14,0,Monthly,0
CUST0831,39,20.03,7,Monthly,0
CUST0832,14,21.77,6,Monthly,0
CUST0833,32,80.26,6,Annual,1
CUST0834,51,56.48,2,Monthly,0
CUST0835,38,58.65,0,Annual,0
CUST0836,23,76.44,3,Monthly,0
CUST0837,63,39.18,8,Monthly,1
CUST0838,15,41.18,4,Annual,0
CUST0839,25,68.46,0,Annual,0
CUST0840,17,95.43,4,Annual,0
CUST0841,66,81.95,7,Annual,1
CUST0842,53,49.74,7,Annual,0
CUST0843,51,63.03,4,Monthly,0
CUST0844,39,37.07,8,Monthly,0
CUST0845,51,27.46,0,Annual,0
CUST0846,70,98.27,3,Monthly,0
CUST0847,6,46.54,2,Monthly,1
CUST0848,67,37.78,1,Monthly,0
CUST0849,7,89.16,7,Annual,1
CUST0850,51,81.81,6,Monthly,1
CUST0851,72,83.32,8,Monthly,1
CUST0852,42,42.89,1,Monthly,0
CUST0853,64,43.26,3,Annual,1
CUST0854,15,42.08,5,Monthly,1
CUST0855,29,37.38,2,Monthly,0
CUST0856,33,85.57,7,Annual,1
CUST0857,27,104.8,2,Annual,0
CUST0858,36,92.43,1,Monthly,0
CUST0859,29,99.21,2,Monthly,1
CUST0860,38,60.48,5,Annual,1
CUST0861,57,85.41,1,Annual,1
CUST0862,27,55.42,7,Annual,1
CUST0863,55,72.55,0,Annual,0
CUST0864,33,68.16,6,Annual,0
CUST0865,68,37.69,1,Annual,0
CUST0866,66,58.71,9,Annual,0
CUST0867,10,116.38,5,Monthly,1
CUST0868,5,44.86,1,Annual,0
CUST0869,38,33.38,1,Annual,0
CUST0870,13,61.86,9,Monthly,1
CUST0871,31,99.03,7,Annual,1
CUST0872,47,78.21,1,Annual,1
CUST0873,52,88.1,6,Monthly,0
CUST0874,56,38.97,2,Annual,0
CUST0875,15,81.89,7,Monthly,1
CUST0876,29,52.35,6,Monthly,1
CUST0877,8,103.43,7,Monthly,1
CUST0878,5,82.93,6,Monthly,1
CUST0879,29,39.89,5,Annual,0
CUST0880,47,26.46,6,Monthly,1
CUST0881,68,24.26,4,Monthly,0
CUST0882,45,57.14,6,Annual,0
CUST0883,2,46.59,0,Monthly,1
CUST0884,27,84.61,0,Monthly,1
CUST0885,36,69.93,8,Monthly,1
CUST0886,36,46.6,4,Monthly,0
CUST0887,26,34.92,4,Annual,1
CUST0888,43,32.72,2,Monthly,0
CUST0889,27,106.47,4,Annual,1
CUST0890,69,44.35,2,Annual,0
CUST0891,20,85.17,8,Monthly,0
CUST0892,11,101.07,8,Monthly,1
CUST0893,38,81.41,5,Monthly,0
CUST0894,6,105.96,0,Monthly,1
CUST0895,72,59.24,6,Annual,1
CUST0896,23,115.62,6,Annual,0
CUST0897,47,33.31,9,Annual,0
CUST0898,46,30.21,9,Monthly,0
CUST0899,12,85.87,3,Annual,1
CUST0900,13,114.28,7,Monthly,1
CUST0901,62,100.89,5,Monthly,0
CUST0902,60,27.64,3,Monthly,0
CUST0903,43,47.94,3,Monthly,0
CUST0904,68,113.03,1,Monthly,1
CUST0905,5,45.31,1,Annual,1
CUST0906,37,98.12,3,Annual,1
CUST0907,72,102.51,4,Monthly,0
CUST0908,31,69.55,7,Annual,1
CUST0909,9,58.63,5,Monthly,1
CUST0910,51,65.01,3,Monthly,0
CUST0911,29,42.7,6,Monthly,1
CUST0912,40,108.94,7,Annual,0
CUST0913,41,65.06,1,Monthly,0
CUST0914,11,108.25,6,Monthly,1
CUST0915,23,30.57,1,Annual,0
CUST0916,1,118.83,1,Annual,1
CUST0917,46,64.33,7,Annual,1
CUST0918,21,24.78,1,Monthly,0
CUST0919,36,23.8,8,Monthly,1
CUST0920,54,94.62,0,Annual,1
CUST0921,57,85.9,8,Monthly,1
CUST0922,1,100.21,0,Annual,1
CUST0923,63,30.54,9,Annual,0
CUST0924,54,23.56,9,Monthly,1
CUST0925,55,70.86,1,Monthly,1
CUST0926,40,58.76,5,Annual,0
CUST0927,15,66.19,5,Annual,1
CUST0928,21,119.16,0,Annual,0
CUST0929,47,117.07,6,Annual,1
CUST0930,53,114.23,7,Monthly,0
CUST0931,9,98.38,1,Annual,1
CUST0932,52,55.48,7,Annual,0
CUST0933,57,61.21,8,Annual,0
CUST0934,26,74.96,5,Monthly,0
CUST0935,41,103.05,4,Monthly,0
CUST0936,35,26.87,8,Annual,0
CUST0937,63,62.43,8,Monthly,1
CUST0938,25,28.26,0,Monthly,0
CUST0939,38,71.47,2,Monthly,0
CUST0940,2,109.89,8,Annual,1
CUST0941,7,98.25,1,Annual,1
CUST0942,34,42.78,3,Monthly,0
CUST0943,17,117.6,3,Annual,1
CUST0944,43,86.74,1,Annual,0
CUST0945,59,21.04,2,Monthly,1
CUST0946,51,45.54,2,Monthly,0
CUST0947,54,46.07,0,Annual,0
CUST0948,24,26.93,5,Monthly,1
CUST0949,25,115.98,7,Annual,1
CUST0950,71,67.83,2,Annual,0
CUST0951,52,109.58,4,Monthly,1
CUST0952,70,52.22,0,Annual,0
CUST0953,33,32.52,9,Annual,1
CUST0954,49,67.43,6,Monthly,0
CUST0955,29,31.4,9,Monthly,0
CUST0956,63,68.6,0,Monthly,1
CUST0957,22,112.03,8,Annual,1
CUST0958,26,72.08,7,Monthly,1
CUST0959,28,81.65,6,Monthly,1
CUST0960,49,35.66,9,Monthly,1
CUST0961,71,24.37,6,Monthly,1
CUST0962,49,31.08,4,Annual,0
CUST0963,20,79.85,4,Annual,0
CUST0964,63,29.5,4,Monthly,1
CUST0965,61,57.6,0,Annual,0
CUST0966,49,75.01,7,Monthly,0
CUST0967,71,58.87,0,Monthly,0
CUST0968,1,36.37,3,Annual,0
CUST0969,13,47.38,8,Annual,1
CUST0970,51,112.83,8,Monthly,1
CUST0971,56,87.6,4,Monthly,1
CUST0972,62,69.6,3,Annual,0
CUST0973,32,21.27,2,Monthly,1
CUST0974,30,119.24,2,Annual,0
CUST0975,29,87.15,4,Monthly,1
CUST0976,49,51.69,9,Monthly,1
CUST0977,45,107.93,0,Annual,0
CUST0978,30,45.84,4,Annual,0
CUST0979,16,74.4,5,Annual,0
CUST0980,40,83.61,6,Annual,0
CUST0981,19,42.11,8,Annual,1
CUST0982,18,117.84,2,Annual,0
CUST0983,1,94.82,1,Annual,1
CUST0984,47,75.78,2,Monthly,0
CUST0985,66,38.06,8,Monthly,1
CUST0986,38,25.39,6,Monthly,1
CUST0987,51,52.01,8,Annual,0
CUST0988,63,95.32,1,Annual,0
CUST0989,4,46.93,4,Annual,1
CUST0990,1,73.96,3,Monthly,1
CUST0991,8,92.79,1,Annual,1
CUST0992,29,30.79,8,Annual,0
CUST0993,55,88.53,8,Monthly,1
CUST0994,3,29.19,5,Annual,0
CUST0995,32,116.51,5,Monthly,0
CUST0996,10,68.84,7,Monthly,1
CUST0997,34,35.07,5,Annual,0
CUST0998,55,54.24,0,Annual,0
CUST0999,32,61.34,3,Annual,0
CUST1000,50,95.82,6,Monthly,1
